NOME	REGIME	ANO	NÚMERO	CURSO
Ian Castro	normal	2	1898	GI
Marcela Nogueira	normal	1	2046	EC
Valentina Novaes	normal	3	4100	TDMO
Emanuelly Correia	normal	3	1560	GE
Gustavo Henrique Vieira	normal	1	3830	TDM
 Ryan Nascimento	dirigente-associativo	1	5468	CONT
Eduarda Cardoso	dirigente-associativo	3	6805	EE
Natalia Goncalves	dirigente-associativo	3	3183	CONT
 Davi Correia	dirigente-associativo	2	2003	MKT
Anthony Nogueira	dirigente-associativo	3	3717	TDMO
Ana Barbosa	dirigente-associativo	3	6778	EI
Andre Oliveira	dirigente-associativo	2	2445	EC
 Ana Fogaca	dirigente-associativo	1	6443	EA
Yago Oliveira	dirigente-associativo	3	4969	EM
 Miguel Moraes	normal	3	6428	EC
Sophie da Mata	normal	1	3613	MKT
Camila da Mota	normal	2	5598	EI
Vitoria Fernandes	normal	2	6198	EM
Maria Alice Freitas	normal	2	6313	CONT
Milena Melo	normal	1	4181	MKT
Isadora Costa	normal	2	2700	CONT
Enzo Novaes	normal	1	5569	EI
Luna Nogueira	normal	2	5343	EE
Lavinia Pereira	normal	3	7707	EE
Henrique Nogueira	normal	1	6850	GI
Bruno Ramos	normal	3	3130	GE
Beatriz Lopes	normal	1	5557	GI
Valentina Ferreira	normal	1	3149	MKT
Laura Dias	normal	2	1196	GE
Juliana Ramos	atleta	2	3603	CONT
Rebeca Monteiro	atleta	2	6773	CONT
Andre Cunha	atleta	2	7660	MKT
 Enrico Peixoto	atleta	1	2976	EE
Igor Pinto	atleta	2	4803	GE
 Davi Lucca Cavalcanti	normal	2	1917	TDM
Sarah Barros	normal	3	1427	CONT
Danilo Barbosa	normal	1	2171	EM
Juan Lima	dirigente-associativo	2	2137	EA
Joao Barros	normal	2	4776	MKT
Helena Freitas	normal	3	4579	TDM
Alexandre Pires	normal	1	6612	CONT
Evelyn Nascimento	normal	1	5622	TDMO
Paulo Silva	normal	1	5567	EM
Raul Goncalves	normal	2	4194	EM
Sarah Costa	normal	3	4022	TDM
Ana Vitoria Correia	normal	1	5066	CONT
Barbara Barros	normal	3	5461	EE
Ana Beatriz Castro	normal	1	7487	TDMO
Mariana das Neves	normal	2	2643	GI
Marcos Vinicius Sales	normal	3	2725	EM
Lara Novaes	normal	3	7942	CONT
Fernando Oliveira	normal	2	1882	MKT
Maite Gomes	normal	3	6052	EM
Noah da Rosa	normal	1	6662	GI
Larissa da Mota	normal	3	1839	EC
Emanuella Araujo	normal	2	4042	GE
Pietra Souza	normal	2	7230	TDM
Nicolas Pereira	normal	1	4350	TDMO
Maria Clara Rodrigues	normal	2	1492	MKT
Joao Pedro Moreira	normal	2	7404	EC
Luiz Otavio Duarte	normal	1	4158	GI
Lara Oliveira	normal	1	6799	TDMO
Maria Vitoria Araujo	normal	1	1108	GE
Nathan Oliveira	normal	1	6603	GI
Heloisa Santos	normal	3	4827	GE
Andre Ferreira	normal	3	1409	MKT
Bruno Porto	normal	1	1416	EI
Clara Carvalho	normal	3	4400	CONT
Bernardo Carvalho	normal	2	1850	EE
Levi Martins	normal	3	7105	TUR
Bruna Dias	normal	3	5553	MKT
Camila Fogaca	normal	2	4902	EC
Pietro Jesus	normal	2	2695	TDMO
Kaique Jesus	dirigente-associativo	2	6398	EI
Luiz Gustavo Cardoso	normal	1	1447	TDM
 Caua Silva	normal	1	6751	GI
Nicolas Ribeiro	normal	2	4328	TUR
Manuela da Conceicao	normal	3	3102	MKT
Carlos Eduardo Melo	normal	3	2183	TDM
Amanda Moreira	normal	1	7533	EM
Thales Rodrigues	normal	1	5480	GE
Diego Ferreira	normal	1	3952	GI
Alicia da Cunha	atleta	3	6407	TDMO
Rafael Araujo	atleta	2	5970	TDM
Benicio Lima	atleta	1	3140	CONT
Vinicius Rodrigues	atleta	3	4857	EC
Isaac Azevedo	atleta	3	4159	CONT
Ana Sophia Ribeiro	atleta	3	3564	MKT
Sophia Mendes	normal	3	1225	EE
Sabrina Alves	normal	2	7234	TDM
Igor Lima	normal	3	3763	GE
Murilo Barros	dirigente-associativo	2	1622	GE
Isadora Moraes	normal	3	6298	MKT
Joao Vitor Cunha	normal	2	5415	GI
Raquel Rodrigues	normal	1	7484	TDMO
Davi Luiz da Rocha	normal	1	2373	EM
Ana Carolina da Luz	normal	3	6047	TUR
Bernardo Nogueira	normal	1	1150	EE
Ana Livia Monteiro	normal	3	3648	CONT
Maysa Cardoso	normal	2	4862	TUR
Thiago da Cruz	normal	3	3411	MKT
Renan Cavalcanti	normal	3	5524	TUR
Benjamin da Cunha	normal	1	4640	GE
Emanuella Oliveira	normal	1	7038	TDM
Isaac Novaes	normal	2	2202	TDM
Emilly Oliveira	normal	2	6648	TUR
Sofia Castro	normal	2	1420	CONT
Sophie das Neves	normal	2	5087	EC
Joao Barbosa	normal	3	4141	MKT
Marcos Vinicius Pires	normal	3	1203	MKT
Elisa Pereira	normal	3	4556	TDMO
Vitor Gabriel Almeida	normal	2	7692	TUR
Kevin da Cunha	normal	3	3353	EE
Caroline Cardoso	normal	2	1134	CONT
Gabriela Silveira	normal	2	4091	EA
Bernardo Peixoto	normal	1	6019	TDM
Nicole da Costa	normal	2	6505	GI
Erick Duarte	normal	1	3161	GI
Lucas Gabriel da Cruz	normal	3	5693	EI
Gabriel Carvalho	normal	3	6759	GE
Juliana Moreira	normal	3	4321	GI
Emanuel Farias	normal	3	7580	EI
Thales Jesus	normal	3	5274	GE
Andre Silva	normal	1	4412	GE
Danilo Moreira	normal	3	4500	EA
Luiz Gustavo da Luz	normal	1	4442	EM
Caue Cardoso	normal	3	1453	EM
Ian Teixeira	normal	1	5989	GI
Igor Mendes	normal	3	6347	CONT
Amanda Mendes	normal	3	4170	CONT
Caua Martins	normal	2	7127	EA
Joao Gabriel Ferreira	normal	2	7305	CONT
Luiza Ribeiro	normal	2	1042	GI
Ana Clara Silva	atleta	2	3999	EE
Ericka Almeida	trabalhador-estudante	1	3192	EM
Bianca da Costa	atleta	3	2705	CONT
Lara Oliveira	normal 	2	7117	GI
Julia Rodrigues	trabalhador-estudante	2	1356	EC
Mateus Souza	Erasmus	3	4872	TDMO
Gustavo Ferreira	normal	3	7981	EI
Isabella da Rocha	normal	1	7422	CONT
Ericka Barbosa	normal	1	3351	TDMO
Ana Beatriz Carvalho	normal	1	2016	TDM
Erick Martins	normal	2	7817	MKT
Maria Eduarda Dias	normal	3	1228	EC
Sabrina Pires	normal	1	6066	TUR
Beatriz Fernandes	normal	2	7877	CONT
Emanuella da Luz	normal	3	6279	GI
Ericka Cardoso	normal	1	6067	CONT
Vitoria Alves	normal	2	2618	GE
Ana Sophia Rezende	normal	3	4393	CONT
Lais Teixeira	normal	1	6625	GI
Helena da Mata	normal	3	1945	GI
Luiz Gustavo Azevedo	normal	1	5973	EC
Bianca Farias	normal	3	5687	GI
Thales da Cunha	normal	2	2272	EE
Lara Melo	normal	3	6502	TDMO
Ana Julia Peixoto	normal	3	6146	TDM
Julia da Rocha	normal	3	6762	TUR
Sabrina Barbosa	normal	1	2134	MKT
Ericka Correia	normal	2	4808	EM
Emanuella da Silva	normal	2	2597	EI
Mateus da Cunha	trabalhador-estudante	2	3127	GI
Ana Beatriz Almeida	trabalhador-estudante	2	1241	EI
Caroline da Rocha	trabalhador-estudante	3	7853	EC
Melissa da Costa	trabalhador-estudante	3	3272	EA
Lorenzo da Luz	trabalhador-estudante	1	5788	TDMO
Ericka da Cunha	trabalhador-estudante	1	6786	EA
Ericka da Silva	trabalhador-estudante	1	4711	EI
Ana Sophia Castro	trabalhador-estudante	2	4372	TUR
Thales da Rosa	trabalhador-estudante	3	7141	EM
Lara da Rocha	trabalhador-estudante	1	2025	EM
Joana da Costa	normal	3	7514	EM
Emanuella da Rocha	normal	1	5292	CONT
Ericka da Silva	normal	1	4684	EA
Ericka da Rocha	normal	3	3179	MKT
Caroline da Luz	normal	3	6890	TDMO
Ericka da Costa	normal	2	1472	TUR
Ana Julia da Cunha	dirigente-associativo	1	7351	MKT
Joao Lucas da Silva	normal	2	7726	GI
Ericka da Mata	normal	3	7237	EA
Mateus Vasconcelos	normal	1	5694	GI
Pedro Figueiredo	normal	2	6093	MKT
Gonçalo Correia	normal	1	2963	TDM
Miguel Filipe	normal	1	1589	MKT
Jorge Sousa	normal	2	5111	EI
Maria da Silva	normal	3	5802	EE
José Rodrigues	trabalhador-estudante	1	6529	EC
Ana Martins	normal	1	3552	EE
Pedro Alves	trabalhador-estudante	1	1835	EM
Isabel Santos	normal	1	3533	EC
Rui Fernandes	aluno-de-erasmus	2	6931	EI
Sofia Oliveira	atleta	1	7419	CONT
Mário Pinto	normal	3	1872	EE
Eduardo Gomes	normal	3	4710	TDMO
Raquel Costa	aluno-de-erasmus	2	2578	EC
João Ferreira	atleta	3	3266	TUR
Rita Soares	normal	1	6601	EC
Júlia Moreira	aluno-de-erasmus	2	3814	EE
Carlos Cardoso	normal	1	7795	EI
Lara Carvalho	trabalhador-estudante	2	2345	MKT
Gonçalo Neves	normal	1	7277	EM
Bianca Fernandes	normal	2	2415	EE
Davi Martins	aluno-de-erasmus	2	1476	GI
Lívia Costa	normal	2	1469	GE
Gustavo Lima	atleta	3	5549	EC
Emanuela Silva	normal	3	5382	TUR
Felipe Oliveira	normal	2	7543	EC
Maria Luísa Peixoto	atleta	1	7962	GE
Diogo Teixeira	normal	1	1977	EE
Carla Novais	atleta	1	6919	EI
Tiago Pinto	normal	1	4732	EM
Rosa Sousa	normal	1	1393	GE
Pablo Rodrigues	trabalhador-estudante	1	2367	EE
Luana Santos	atleta	2	7166	GI
Matias Gomes	aluno-de-erasmus	1	2225	EC
Ana Paula Ribeiro	normal	2	2545	MKT
Rafaela Costa	trabalhador-estudante	2	4702	EM
Júlio César Pereira	normal	1	4592	EE
Clara Martins	normal	3	2521	TUR
Miguel Costa	trabalhador-estudante	1	6048	EC
Vitória Alves	atleta	1	6903	GE
Gisela Rodrigues	trabalhador-estudante	1	5880	EI
Roberto Novais	normal	3	2074	EM
Beatriz Carvalho	trabalhador-estudante	1	1796	EE
Gustavo Teixeira	normal	2	6041	GI
Juliana Sousa	aluno-de-erasmus	1	6878	EC
Matheus Fernandes	atleta	1	6539	TDMO
Elisa Ferreira	normal	1	5544	EE
Mariana Gomes	normal	1	1451	EI
Rui Alves	atleta	1	3505	EM
Lara Silva	trabalhador-estudante	1	1169	GE
Sofia Cardoso	atleta	1	2757	EC
Bruno Pereira	normal	1	1982	EE
Marta Oliveira	aluno-de-erasmus	2	3111	TUR
Carlos Novais	normal	3	3630	GI
Isadora Costa	normal	3	1526	EC
Mateus Sousa	normal	1	6700	EE
Amanda Carvalho	normal	2	1553	EI
Bruna Martins	normal	1	2435	EM
Lucas Rodrigues	normal	1	7724	GE
Ana Clara Ferreira	normal	2	3431	TDMO
Raul Teixeira	trabalhador-estudante	1	1434	EC
Maria João Oliveira	normal	1	5245	EE
Eduardo Alves	normal	1	1712	TUR
Sofia Santos	trabalhador-estudante	2	7566	GI
Ricardo Pinto	atleta	1	6963	EC
Júlia Sousa	normal	1	1163	EE
António Gomes	atleta	2	4680	EI
Carolina Teixeira	normal	1	2870	EM
Gonçalo Martins	normal	2	3789	GE
Luana Alves	normal	1	1188	TDMO
Gustavo Ferreira	trabalhador-estudante	1	3937	EC
Beatriz Oliveira	aluno-de-erasmus	3	5638	EE
Daniela Rodrigues	normal	2	1023	TUR
Miguel Silva	normal	3	4397	GI
Emanuele Novais	normal	1	6909	EC
Mariana Alves	normal	2	1614	EE
Rafael Cardoso	normal	1	6508	EI
Larissa Martins	trabalhador-estudante	1	4681	EM
Gisela Teixeira	trabalhador-estudante	3	1054	GE
Júlio Ferreira	normal	2	1370	TDMO
Carla Rodrigues	normal	1	1412	EC
Matias Gomes	trabalhador-estudante	1	3503	EE
Ana Luísa Carvalho	normal	2	4570	TUR
Sofia Costa	normal	2	7845	GI
Bruno Oliveira	normal	1	5657	EC
Lara Fernandes	normal	2	4497	EE
Mateus Cardoso	normal	3	2336	EI
Elisa Teixeira	aluno-de-erasmus	2	6106	EM
Carla Sousa	trabalhador-estudante	1	1384	GE
Gustavo Alves	atleta	1	2011	TDMO
Maria João Martins	normal	2	7035	EC
Rui Silva	aluno-de-erasmus	2	1681	EE
Ana Clara Rodrigues	normal	2	7676	TUR
Gonçalo Costa	normal	1	5170	GI
Maria da Silva	normal	1	6865	EC
João Santos	normal	2	1202	EE
Ana Rodrigues	trabalhador-estudante	2	6901	EI
José Ferreira	atleta	1	3686	EM
Carlos Martins	normal	2	5195	GE
Manuel Pereira	atleta	2	5080	TDMO
Isabel Oliveira	normal	2	7863	EC
Francisco Gomes	normal	1	6712	EE
Luís Filipe	atleta	1	4622	TUR
Marta Barbosa	trabalhador-estudante	3	2362	GI
Paulo Almeida	normal	3	2614	EC
Teresa Costa	normal	3	4977	EE
Fernando Pinto	aluno-de-erasmus	1	2794	EI
Beatriz Moreira	normal	1	4839	EM
Gustavo Albuquerque	normal	3	4362	GE
Inês Garcia	normal	1	2464	TDMO
Ricardo Leite	normal	1	5499	EC
Sofia Dias	normal	2	2279	EE
Diogo Ramos	trabalhador-estudante	3	4323	TUR
Raquel Neves	normal	1	3099	GI
Bruno Alves	normal	3	6521	EC
Margarida Melo	atleta	2	3783	EE
Nuno Oliveira	normal	1	4108	EI
Catarina Martins	normal	1	5054	EM
Vitor da Costa	atleta	2	4146	GE
Elena Costa	normal	2	7808	TDMO
Pedro Sousa	aluno-de-erasmus	1	1001	EC
Mariana Pinto	normal	1	4519	EE
Rafael Correia	trabalhador-estudante	2	3124	TUR
Daniel Almeida	trabalhador-estudante	2	4384	GI
Patrícia Cardoso	trabalhador-estudante	1	6907	EC
Rui Barbosa	trabalhador-estudante	1	3200	EE
Sílvia Gomes	normal	2	2589	EI
David Santos	trabalhador-estudante	1	7016	EM
Carla Rodrigues	atleta	1	5179	GE
André Almeida	normal	1	5879	TDMO
Liliana Silva	normal	2	3975	EC
Marcelo Martins	atleta	3	7200	EE
Cristina Carvalho	normal	1	4988	TUR
Filipe Rodrigues	normal	1	5966	GI
Mónica Alves	normal	2	3938	EC
Tiago Sousa	normal	3	6848	EE
Luísa Santos	trabalhador-estudante	1	2639	EI
Maria Silva	trabalhador-estudante	1	4625	EM
José Santos	normal	2	3876	GE
Ana Rodrigues	normal	1	5624	TDMO
Luís Martins	normal	3	6763	EC
Ricardo Gonçalves	atleta	1	7369	EE
Sandra Pinto	trabalhador-estudante	3	7362	TUR
Fernando Santos	atleta	1	2179	GI
Márcia Oliveira	normal	1	3155	EC
Carlos Rodrigues	aluno-de-erasmus	1	3256	EE
Rita Martins	atleta	3	3125	EI
António Pereira	normal	1	7503	EM
Cristina Costa	normal	1	4619	GE
Pedro Silva	trabalhador-estudante	1	7780	TDMO
Raquel Fernandes	aluno-de-erasmus	2	6548	EC
Eduardo Gomes	trabalhador-estudante	1	3749	EE
Inês Marques	atleta	3	5812	TUR
Rui Martins	normal	2	1575	GI
Ana Maria Costa	normal	1	5281	EC
Manuel Fernandes	trabalhador-estudante	1	5434	EE
Patrícia Santos	aluno-de-erasmus	2	3041	EI
Jorge Rodrigues	normal	1	1788	EM
Rui Silva	normal	1	6910	GE
Cristina Martins	normal	3	1191	TDMO
José Maria Oliveira	trabalhador-estudante	1	3488	EC
Ana Martins	normal	2	5380	EE
Nuno Fernandes	normal	1	3498	TUR
Patrícia Gonçalves	normal	1	1438	GI
Cristina Costa	trabalhador-estudante	3	7803	EC
Carlos Fernandes	normal	2	1224	EE
